"bibliography.congress classifications","bibliography.languages","bibliography.subjects","bibliography.title","bibliography.type","metadata.downloads","metadata.id","metadata.rank","metadata.url","bibliography.author.birth","bibliography.author.death","bibliography.author.name","bibliography.publication.day","bibliography.publication.full","bibliography.publication.month","bibliography.publication.month name","bibliography.publication.year","metadata.formats.total","metadata.formats.types","metrics.difficulty.automated readability index","metrics.difficulty.coleman liau index","metrics.difficulty.dale chall readability score","metrics.difficulty.difficult words","metrics.difficulty.flesch kincaid grade","metrics.difficulty.flesch reading ease","metrics.difficulty.gunning fog","metrics.difficulty.linsear write formula","metrics.difficulty.smog index","metrics.sentiments.polarity","metrics.sentiments.subjectivity","metrics.statistics.average letter per word","metrics.statistics.average sentence length","metrics.statistics.average sentence per word","metrics.statistics.characters","metrics.statistics.polysyllables","metrics.statistics.sentences","metrics.statistics.syllables","metrics.statistics.words"
"PZ,PS","en","People with disabilities -- Fiction,Gardens -- Fiction,Orphans -- Fiction,Yorkshire (England) -- Fiction","The Secret Garden","Text","830","17396","437","https://www.gutenberg.org/ebooks/17396","1849","1924","Burnett, Frances Hodgson","26","December 26, 2005","12","December","2005","9","application/rdf+xml,image/jpeg,text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/plain; charset=us-ascii,text/plain","7.0","8.4","5.33","5127","5.2","82.65","7.6000000000000005","11.0","3.1","0.0864604234944442","0.5012077523864371","4.53","14.0","0.07","366551","886","5686","101291.4","80957"
"","en","","The National Geographic Magazine, Vol. II., No. 2, May, 1890","Text","829","51382","438","https://www.gutenberg.org/ebooks/51382","0","0","Various","6","March 6, 2016","3","March","2016","7","image/jpeg,text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain","15.4","12.94","6.75","4555","10.3","64.04","11.600000000000001","5.0","8.8","0.08158090194855415","0.41786602058437605","5.16","24.0","0.04","192438","1765","1495","53539.2","37316"
"F590.3","en","Lewis and Clark Expedition (1804-1806);Columbia River -- Description and travel;Clark, William, 1770-1838;Missouri River -- Description and travel;West (U.S.) -- History -- To 1848;West (U.S.) -- Description and travel;Lewis, Meriwether, 1774-1809","The Journals of Lewis and Clark, 1804-1806","Text","829","8419","439","https://www.gutenberg.org/ebooks/8419","1770","1838","Clark, William","1","July, 2005","7","July","2005","8","application/rdf+xml,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/html; charset=iso-8859-1,text/plain","13.8","9.23","1.89","23356","10.3","69.45","12.8","8.0","3.1","0.05017642814133908","0.3991338703097391","4.52","27.0","0.04","3002163","11931","23808","862051.5","664165"
"BJ","en","Ethics,Conduct of life","An Enquiry Concerning the Principles of Morals","Text","828","4320","440","https://www.gutenberg.org/ebooks/4320","1711","1776","Hume, David","12","January 12, 2010","1","January","2010","6","text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","19.2","13.76","7.33","6573","15.4","40.01","14.4","14.5","11.2","0.11947739983835431","0.4712208981857288","5.25","31.0","0.03","253234","3047","1518","77575.5","48210"
"PS","en","Revolutions -- Fiction,Oligarchy -- Fiction,Science fiction,Socialism -- Fiction,Political fiction,Revolutionaries -- Fiction,Dystopias -- Fiction","The Iron Heel","Text","827","1164","441","https://www.gutenberg.org/ebooks/1164","1876","1916","London, Jack","3","May 3, 2006","5","May","2006","7","text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","8.9","10.43","6.13","9994","6.4","74.19","7.6000000000000005","2.0","3.1","0.07614165919247295","0.4930927333860423","4.88","14.0","0.07","428593","3501","6015","123803.1","87796"
"PR","en","Plague -- Fiction;London (England) -- History -- 17th century -- Fiction;Historical fiction;Great Fire, London, England, 1666 -- Fiction","A Journal of the Plague Year: Written by a Citizen Who Continued All the While in London","Text","826","376","442","https://www.gutenberg.org/ebooks/376","0","1731","Defoe, Daniel","16","January 16, 2006","1","January","2006","6","text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","24.2","10.29","7.06","6261","18.5","48.14","21.200000000000003","19.0","8.8","0.05046834446630697","0.49924318144256036","4.6","48.0","0.02","434954","2282","1971","126729.9","94619"
"BR","en","England -- Church history -- 449-1066","Bede's Ecclesiastical History of England","Text","825","38326","443","https://www.gutenberg.org/ebooks/38326","673","735","Bede, the Venerable, Saint","17","December 17, 2011","12","December","2011","11","application/prs.tei,text/plain; charset=us-ascii,text/html; charset=utf-8,application/pdf,text/plain; charset=utf-8,application/octet-stream,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook","12.5","11.2","5.88","13699","7.9","75.54","10.4","11.0","3.1","0.13528461079154885","0.447471054031561","4.91","21.0","0.05","884434","5281","8294","238061.7","179997"
"BF","en","New Thought","As a Man Thinketh","Text","825","4507","444","https://www.gutenberg.org/ebooks/4507","1864","1912","Allen, James","1","October, 2003","10","October","2003","7","text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain","16.1","12.83","7.9","1423","12.3","53.55","12.4","28.5","8.8","0.14965412924554714","0.5732626208782915","5.14","26.0","0.04","38850","352","283","11082.6","7560"
"","en","","Inside Earth","Text","825","51184","445","https://www.gutenberg.org/ebooks/51184","1926","2001","Anderson, Poul","11","February 11, 2016","2","February","2016","8","image/jpeg,text/html; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/x-mobipocket-ebook","8.6","10.49","6.95","2841","6.4","74.19","7.6000000000000005","5.5","3.1","0.06132339073519972","0.49788761552283217","4.89","14.0","0.07","83833","592","1218","23903.1","17132"
"CR,BJ","en","Japan -- Social life and customs;Bushido;Ethics -- Japan;Samurai -- History;Japan -- Civilization;Philosophy, Japanese","Bushido, the Soul of Japan","Text","821","12096","446","https://www.gutenberg.org/ebooks/12096","1862","1933","Nitobe, Inazo","21","April 21, 2004","4","April","2004","8","application/rdf+xml,text/plain; charset=utf-8,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook","14.8","12.42","7.71","6104","11.5","55.58","11.600000000000001","18.0","8.8","0.10958462330536184","0.4596885443852122","5.07","24.0","0.04","169432","1645","1359","50247.0","33447"
"PR","en","Short stories","The Red Room","Text","821","23218","447","https://www.gutenberg.org/ebooks/23218","1866","1946","Wells, H. G. (Herbert George)","27","October 27, 2007","10","October","2007","6","text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","10.3","9.75","7.18","646","8.3","69.11","9.600000000000001","6.5","3.1","0.02372586903836903","0.4389396945646948","4.66","19.0","0.05","18292","89","200","5308.2","3924"
"PZ","en","Fairy tales,Folklore","The Blue Fairy Book","Text","821","503","448","https://www.gutenberg.org/ebooks/503","1844","1912","Lang, Andrew","1","April, 1996","4","April","1996","7","text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","12.4","8.83","5.78","7879","9.5","71.48","12.0","27.0","3.1","0.11950838439576578","0.5258849973851106","4.45","25.0","0.04","615928","1538","5375","174079.8","138437"
"","en","","Citizen Jell","Text","821","51342","449","https://www.gutenberg.org/ebooks/51342","1928","1988","Shaara, Michael","2","March 2, 2016","3","March","2016","8","image/jpeg,text/html; charset=us-ascii,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain","8.7","9.39","6.77","487","6.0","80.62","8.4","4.0","3.1","0.10864544546362734","0.4919855901674084","4.65","16.0","0.06","15310","84","200","4349.7","3293"
"JC","en","Nationalism","Nationalism","Text","820","40766","450","https://www.gutenberg.org/ebooks/40766","1861","1941","Tagore, Rabindranath","15","September 15, 2012","9","September","2012","9","image/jpeg,text/html; charset=iso-8859-1,text/plain,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook","14.8","11.61","7.13","3809","11.9","54.56","12.0","5.0","8.8","0.09737948510903106","0.5031867848075041","4.93","25.0","0.04","131561","1385","1028","39361.5","26694"
"PZ","en","Universities and colleges -- Fiction;Self-perception -- Fiction;Canada -- History -- 1914-1945 -- Fiction;Orphans -- Fiction;Prince Edward Island -- History -- 20th century -- Fiction;Nova Scotia -- History -- 20th century -- Fiction;Interpersonal relations -- Fiction;Shirley, Anne (Fictitious character) -- Fiction","Anne of the Island","Text","819","51","451","https://www.gutenberg.org/ebooks/51","1874","1942","Montgomery, L. M. (Lucy Maud)","7","March 7, 2006","3","March","2006","7","application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,text/plain","7.6","9.5","5.92","7966","4.8","83.66","7.2","13.0","3.1","0.09772471948161861","0.5184044251176035","4.77","13.0","0.08","364866","1564","5870","102546.0","76565"
"PR","en","Autobiographical fiction,British -- Belgium -- Fiction,Brussels (Belgium) -- Fiction,Women teachers -- Fiction,Love stories","Villette","Text","819","9182","452","https://www.gutenberg.org/ebooks/9182","1816","1855","Bronte, Charlotte","1","October, 2005","10","October","2005","8","text/html,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/x-mobipocket-ebook","11.3","11.08","6.4","22213","8.3","69.11","9.600000000000001","1.0","3.1","0.10195900081678519","0.5032952540793808","4.89","19.0","0.05","941477","5862","9917","268078.5","192542"
"PR","en","English poetry -- 18th century,English poetry -- 19th century","The Poetical Works of William Wordsworth — Volume 3","Text","814","12383","453","https://www.gutenberg.org/ebooks/12383","1770","1850","Wordsworth, William","19","May 19, 2004","5","May","2004","9","application/rdf+xml,text/html,text/html; charset=iso-8859-1,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook","16.5","12.31","6.99","15310","10.7","68.44","13.200000000000001","27.0","3.1","0.12950098926893996","0.48782081488232465","5.05","28.0","0.04","619927","2955","4329","165046.5","122801"
"PQ","en","Islands of the Pacific -- Fiction,Science fiction,Castaways -- Fiction,Adventure stories","The Mysterious Island","Text","813","1268","454","https://www.gutenberg.org/ebooks/1268","1828","1905","Verne, Jules","1","April, 1998","4","April","1998","6","text/html; charset=us-ascii,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain","11.4","11.55","5.59","12951","7.9","70.13","9.200000000000001","3.0","3.1","0.09447586484955386","0.48653587350661903","4.97","18.0","0.05","959926","5524","10220","271143.0","193330"
"PR","en","England -- Fiction,Ghosts -- Fiction","The Canterville Ghost","Text","812","14522","455","https://www.gutenberg.org/ebooks/14522","1854","1900","Wilde, Oscar","30","December 30, 2004","12","December","2004","8","application/rdf+xml,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/html; charset=iso-8859-1,text/plain","13.5","10.97","7.26","1797","10.3","64.04","11.600000000000001","7.5","3.1","0.05970843680325472","0.49762155505365935","4.82","24.0","0.04","56107","368","476","16000.2","11650"
"","en","","Prime Difference","Text","810","51321","456","https://www.gutenberg.org/ebooks/51321","1928","1992","Nourse, Alan Edward","28","February 28, 2016","2","February","2016","8","image/jpeg,text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","7.0","9.32","6.6","750","4.4","84.68","6.800000000000001","5.0","3.1","0.07986939736059459","0.47394250311503816","4.74","12.0","0.08","23692","135","407","6703.2","4998"
"","en","","Adventures of Sherlock Holmes: Illustrated","Text","809","48320","457","https://www.gutenberg.org/ebooks/48320","1859","1930","Doyle, Arthur Conan","20","February 20, 2015","2","February","2015","7","image/jpeg,text/plain; charset=utf-8,text/html; charset=utf-8,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","8.0","9.1","5.82","9685","5.6","81.63","8.0","3.0","3.1","0.06606279369936886","0.48910213886815573","4.6","15.0","0.06","489706","2134","6888","139879.8","106348"
"PQ","en","France -- History -- Louis XIV, 1643-1715 -- Fiction;Adventure and adventurers -- Fiction;Swordsmen -- Fiction;Historical fiction;Man in the Iron Mask -- Fiction;Romances","The Man in the Iron Mask","Text","808","2759","458","https://www.gutenberg.org/ebooks/2759","1802","1870","Dumas, Alexandre","1","August, 2001","8","August","2001","6","text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","10.1","11.13","5.79","15002","7.2","72.16","8.4","26.0","3.1","0.10082532877097997","0.5046136623139329","4.95","16.0","0.06","859847","4268","10614","239931.0","173624"
"PR","en","Songs, Scots -- Scotland -- Texts;Scotland -- Poetry","Poems and Songs of Robert Burns","Text","807","1279","459","https://www.gutenberg.org/ebooks/1279","1759","1796","Burns, Robert","25","January 25, 2005","1","January","2005","6","text/html; charset=us-ascii,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain","12.0","11.89","6.54","15835","7.2","77.57","9.600000000000001","53.0","3.1","0.12203986895544769","0.5337468050618565","5.03","19.0","0.05","640138","1272","6514","161552.7","127342"
"","en","","Man in a Quandary","Text","804","51421","460","https://www.gutenberg.org/ebooks/51421","0","0","Wesley, Joseph","11","March 11, 2016","3","March","2016","7","application/x-mobipocket-ebook,image/jpeg,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii","8.9","10.03","7.11","544","6.8","73.17","8.0","5.0","3.1","0.13120009520547155","0.46159384621750194","4.76","15.0","0.06","14989","128","198","4436.1","3150"
"QC","en","Optics -- Early works to 1800","Opticks: Or, A Treatise of the Reflections, Refractions, Inflections, and Colours of Light","Text","802","33504","461","https://www.gutenberg.org/ebooks/33504","1642","1727","Newton, Isaac, Sir","23","August 23, 2010","8","August","2010","8","text/plain; charset=us-ascii,text/plain,text/html; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/x-mobipocket-ebook","21.8","11.27","2.82","5002","16.9","46.78","18.400000000000002","11.0","8.8","0.09064661593902053","0.37706824790179017","4.77","41.0","0.02","478682","3208","2411","137179.8","100267"
"PS","en","Political corruption -- Fiction,Political fiction,Satire,Legislators -- Fiction,Speculation -- Fiction,Washington (D.C.) -- Fiction,Businessmen -- Fiction","The Gilded Age: A Tale of Today","Text","800","3178","462","https://www.gutenberg.org/ebooks/3178","1835","1910","Twain, Mark","1","January 1, 1873","1","January","1873","8","image/jpeg,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain","10.4","10.62","6.07","15466","7.9","70.13","9.200000000000001","14.0","3.1","0.11789798177258652","0.5155528052503684","4.81","18.0","0.05","760584","4547","8599","216863.1","158279"
